Year,IceInDayofYear,IceOutDayofYear,LengthOfIceCover_days,IceInDayofYear_fed,cumMeanDailyT_Jan,cumMeanDailyT_Feb,cumMeanDailyT_Mar,cumMeanDailyT_Apr,cumMeanDailyT_Sep,cumMeanDailyT_Oct,cumMeanDailyT_Nov,cumMeanDailyT_Dec,cumSnow_Jan,cumSnow_Feb,cumSnow_Mar,cumSnow_Apr,cumSnow_Sep,cumSnow_Oct,cumSnow_Nov,cumSnow_Dec,cumRain_Jan,cumRain_Feb,cumRain_Mar,cumRain_Apr,cumRain_Sep,cumRain_Oct,cumRain_Nov,cumRain_Dec,percPrecipRain_Jan,percPrecipRain_Feb,percPrecipRain_Mar,percPrecipRain_Apr,percPrecipRain_Sep,percPrecipRain_Oct,percPrecipRain_Nov,percPrecipRain_Dec,nDaysMeanBelowZero_Jan,nDaysMeanBelowZero_Feb,nDaysMeanBelowZero_Mar,nDaysMeanBelowZero_Apr,nDaysMeanBelowZero_Sep,nDaysMeanBelowZero_Oct,nDaysMeanBelowZero_Nov,nDaysMeanBelowZero_Dec,nDaysMinBelowZero_Jan,nDaysMinBelowZero_Feb,nDaysMinBelowZero_Mar,nDaysMinBelowZero_Apr,nDaysMinBelowZero_Sep,nDaysMinBelowZero_Oct,nDaysMinBelowZero_Nov,nDaysMinBelowZero_Dec,cumMeanDailyT_SepOct,cumMeanDailyT_SepOctNov,cumMeanDailyT_OctNov,cumMeanDailyT_OctNovDec,cumSnow_OctNov,cumSnow_OctNovDec,cumSnow_SepOct,cumSnow_SepOctNov,cumRain_SepOct,cumRain_SepOctNov,cumRain_OctNov,cumRain_OctNovDec,nDaysMeanBelowZero_SepOct,nDaysMeanBelowZero_SepOctNov,nDaysMeanBelowZero_OctNov,nDaysMeanBelowZero_OctNovDec,nDaysMinBelowZero_SepOct,nDaysMinBelowZero_SepOctNov,nDaysMinBelowZero_OctNov,nDaysMinBelowZero_OctNovDec,cumMeanDailyT_MarApr,cumMeanDailyT_FebMarApr,cumMeanDailyT_FebMar,cumMeanDailyT_JanFebMar,cumSnow_MarApr,cumSnow_FebMarApr,cumSnow_FebMar,cumSnow_JanFebMar,cumRain_MarApr,cumRain_FebMarApr,cumRain_FebMar,cumRain_JanFebMar,nDaysMeanAboveZero_MarApr,nDaysMeanAboveZero_Mar,nDaysMeanAboveZero_FebMar,nDaysMinAboveZero_MarApr,nDaysMinAboveZero_Mar,nDaysMinAboveZero_FebMar,maxSnowDepth_mm,maxSnowDepthDOY_fed,ENSO_index_spring,ENSO_index_summer,ENSO_index_winter,ENSO_index_fall,ENSO_Jan,ENSO_Feb,ENSO_Mar,ENSO_Apr,ENSO_Oct,ENSO_Nov,ENSO_Dec,ENSO_Oct_to_Mar,NAO_index_spring,NAO_index_summer,NAO_index_winter,NAO_index_fall,NAO_index_Jan,NAO_index_Feb,NAO_index_Mar,NAO_index_Apr,NAO_index_May,NAO_index_Jun,NAO_index_Jul,NAO_index_Aug,NAO_index_Sep,NAO_index_Oct,NAO_index_Nov,NAO_index_Dec,GlobalTempanomaly_C,isotherm_TempMax_degC_17_days_0_degC_WaterYear_date,isotherm_TempMean_degC_29_days_4_degC_WaterYear_date
1985,5,80,75,97,-186.39999999999998,-54.74000000000001,116.96000000000001,304.71,542.22,410.27000000000004,147.26,51.95,304.79999999999995,289.56,88.9,144.78,0,0,0,149.85999999999999,20.573999999999998,46.48199999999999,69.85,49.27600000000002,153.924,47.751999999999995,50.54600000000001,79.75600000000001,6.323185011709602,13.83219954648526,43.99999999999999,25.39267015706807,100,100,100,34.734513274336294,29,19,6,2,0,0,3,9,30,23,19,7,0,1,14,21,952.49,1099.75,557.53,609.48,0,149.85999999999999,0,0,201.676,252.22199999999998,98.298,178.05400000000003,0,3,3,12,1,15,15,36,421.66999999999996,366.92999999999995,62.22,-124.17999999999998,233.68,523.24,378.46000000000004,683.2599999999999,119.126,165.608,116.332,136.90599999999998,53,25,34,35,12,17,NA,NA,-0.7766666666666667,-0.5266666666666666,-1.01,-0.5733333333333334,-1.04,-0.85,-0.77,-0.78,-0.56,-0.92,-1.14,-5.279999999999999,-2.1873913043478295,0.5080434782608672,-52.71844444444446,37.89758241758242,-179.85645161290321,-103.99964285714285,2.183548387096773,10.048333333333341,-18.39935483870967,-30.650666666666663,35.943548387096776,-4.773870967741931,22.00600000000001,75.34032258064516,15.098333333333336,120.73806451612904,0.15916666666666668,108,186
1986,354,92,103,81,-100.25999999999999,-131.67,93.66000000000001,297.78000000000003,486.37,357.22000000000014,158.31000000000003,-118.33999999999999,292.1,NA,53.34,218.44,0,0,139.7,363.21999999999997,112.268,99.822,103.632,89.408,20.319999999999997,64.26200000000001,164.08399999999997,63.49999999999999,27.76381909547738,NA,66.01941747572816,29.042904290429046,100,100,54.0133779264214,14.880952380952381,21,26,9,0,0,0,6,25,28,27,20,4,0,1,12,29,843.5900000000001,1001.9000000000002,515.5300000000002,397.1900000000002,139.7,502.91999999999996,0,139.7,84.58200000000001,248.666,228.346,291.846,0,6,6,31,1,13,13,42,391.44000000000005,259.77000000000004,-38.00999999999998,-138.26999999999998,271.78,NA,NA,NA,193.04000000000002,292.862,203.454,315.722,52,22,24,37,11,12,406.4,134,-0.21,0.20666666666666667,-0.44,-0.34,-0.49,-0.47,-0.31,-0.2,-0.35,-0.27,-0.36,-2.25,74.04869565217392,6.236304347826083,-36.22088888888889,-34.940659340659344,70.82387096774194,-170.08857142857144,188.20548387096775,-26.685666666666673,57.376774193548385,54.071999999999996,12.966129032258063,-46.78612903225806,-12.519999999999996,-8.18322580645161,-85.01066666666668,-22.352903225806457,0.23833333333333334,80,183
1987,353,90,102,80,-132.5,-109.43,107.2,286.94,488.61,353.59999999999997,93.63000000000001,-18.32,916.94,83.82,NA,76.2,0,0,436.88,320.03999999999996,113.53800000000001,6.096,NA,213.614,283.718,91.18599999999998,158.24200000000005,105.41,11.017993591323638,6.779661016949152,NA,73.70727432077125,100,100,26.589842082799837,24.776119402985078,27,24,10,0,0,0,6,17,30,28,18,4,0,3,16,31,842.21,935.84,447.22999999999996,428.90999999999997,436.88,756.92,0,436.88,374.904,533.1460000000001,249.42800000000003,354.838,0,6,6,23,3,19,19,50,394.14,284.71,-2.230000000000004,-134.73000000000002,NA,NA,NA,NA,NA,NA,NA,NA,51,21,25,39,13,13,NA,NA,0.9933333333333333,1.4766666666666666,1.2133333333333334,0.9299999999999999,1.23,1.19,1.06,0.95,0.94,1.14,1.22,6.779999999999999,5.519565217391302,-30.143913043478257,-43.68566666666668,82.01813186813187,-147.18290322580646,-108.71035714285713,-20.892903225806453,46.93433333333333,-8.146774193548385,-25.699666666666666,-11.130645161290326,-53.458064516129035,-66.13933333333333,150.45419354838708,159.45833333333334,118.54354838709676,0.385,118,184
1988,365,96,96,92,-136.93999999999994,-78.6,84.46000000000001,243.61999999999995,496.92,296.36,164.71,6.919999999999995,708.6600000000001,650.2400000000001,93.98,7.619999999999999,0,50.8,233.68,340.36,73.152,102.36200000000001,29.464,54.60999999999999,63.246,130.302,81.788,50.54599999999999,9.356725146198828,13.601079986500169,23.868312757201647,87.75510204081633,100,71.94950911640954,25.925925925925924,12.930474333983103,24,22,9,0,0,0,4,12,28,26,22,6,0,0,10,22,793.28,957.99,461.07000000000005,467.99000000000007,284.48,624.84,50.8,284.48,193.548,275.336,212.08999999999997,262.63599999999997,0,4,4,16,0,10,10,32,328.0799999999999,249.47999999999996,5.860000000000014,-131.07999999999993,101.60000000000001,751.8400000000001,744.2200000000001,1452.88,84.07399999999998,186.436,131.82600000000002,204.978,52,22,28,33,9,11,558.8,118,-0.35000000000000003,-1.2366666666666668,0.8200000000000001,1.46,0.81,0.54,0.14,-0.31,1.48,1.25,1.11,5.33,-26.002499999999998,24.28163043478261,-10.2032967032967,19.73153846153846,83.54290322580646,6.187241379310354,-37.887096774193544,-58.03666666666667,16.882903225806455,8.977999999999996,27.582258064516125,35.79096774193548,13.520333333333335,61.87096774193549,-17.601333333333336,-119.2825806451613,0.3958333333333333,100,187
1989,348,87,105,74,-34.44,-90.29,68.32,237.50000000000003,506.4,256.95,168.06,-57.47999999999999,99.06,127,134.61999999999998,0,0,0,0,0,46.228,60.452,67.818,81.27999999999999,169.16400000000002,NA,155.95599999999996,17.018,31.818181818181817,32.24932249322493,33.500627352572145,100,100,NA,100,100,14,21,13,0,0,0,1,19,26,25,23,9,0,3,6,27,763.3499999999999,931.4099999999999,425.01,367.53,0,0,0,0,NA,NA,NA,NA,0,1,1,20,3,9,9,36,305.82000000000005,215.53000000000003,-21.970000000000013,-56.41000000000001,134.61999999999998,261.62,261.62,360.67999999999995,149.09799999999998,209.54999999999995,128.26999999999998,174.498,48,18,25,29,8,11,50.8,99,-0.83,-0.32666666666666666,-1.6566666666666667,-1.49,-1.69,-1.43,-1.08,-0.83,-1.48,-1.8,-1.85,-9.33,92.86217391304346,13.804239130434784,115.94244444444445,-38.98571428571428,94.22354838709677,209.44178571428571,188.30741935483871,42.013,46.6258064516129,-8.376666666666667,-3.7267741935483847,52.800645161290326,-4.263333333333332,-40.74387096774191,-71.89133333333332,53.210322580645155,0.29583333333333334,NA,187
1990,339,76,102,66,26.090000000000003,-4.169999999999997,131.11,285.28,501.4,363.36,122.77999999999999,-274.42,297.17999999999995,439.41999999999996,342.9,0,0,0,101.6,355.59999999999997,130.55599999999998,104.902,96.26599999999999,91.694,27.178,178.308,66.802,39.878,30.522565320665084,19.272048530097994,21.920185078079815,100,100,100,39.66817496229262,10.083493898522802,12,13,8,0,0,0,6,31,27,23,18,7,0,1,14,31,864.76,987.54,486.14,211.71999999999997,101.6,457.19999999999993,0,101.6,205.486,272.288,245.11,284.988,0,6,6,37,1,15,15,46,416.39,412.21999999999997,126.94000000000001,153.03000000000003,342.9,782.3199999999999,782.3199999999999,1079.5,187.95999999999998,292.862,201.168,331.72399999999993,53,23,38,36,13,18,355.6,148,0.2866666666666667,0.34,0.1,-0.20666666666666667,0.14,0.21,0.28,0.29,-0.22,-0.16,-0.05,0.20000000000000004,58.16065217391306,22.599673913043475,66.92288888888889,11.358021978021986,119.69870967741936,180.8267857142857,121.7648387096774,118.94333333333334,-64.26548387096774,51.334666666666664,6.504193548387098,10.887096774193553,56.90566666666667,21.032258064516117,-44.186333333333344,-88.73387096774195,0.4508333333333333,75,179
1991,10,83,73,102,-94.42999999999999,5.260000000000005,106.64,323.88000000000005,477.2099999999999,420.2800000000001,190.82999999999996,54.719999999999985,259.08,165.10000000000002,292.09999999999997,0,0,0,0,248.92,72.644,45.71999999999999,128.01600000000002,78.994,140.97000000000003,179.324,81.78800000000001,204.47,21.898928024502297,21.686746987951803,30.471584038694083,100,100,100,100,45.09803921568628,21,17,7,0,0,0,3,11,27,20,21,5,0,1,10,25,897.49,1088.32,611.11,665.83,0,248.92,0,0,320.29400000000004,402.08200000000005,261.112,465.582,0,3,3,14,1,11,11,36,430.52000000000004,435.7800000000001,111.9,17.470000000000013,292.09999999999997,457.2,457.2,716.28,207.01000000000002,252.73000000000002,173.73600000000002,246.38000000000002,54,24,35,35,10,18,203.2,166,0.31,0.67,0.36,0.38,0.41,0.26,0.22,0.26,0.35,0.4,0.41,2.05,-0.5917391304347894,13.152282608695655,64.40477777777778,2.856373626373622,51.468709677419355,39.62285714285715,-61.46709677419355,46.705666666666666,14.511935483870976,14.985999999999999,-22.581612903225814,47.111612903225804,23.928666666666665,49.53290322580645,-66.44833333333332,99.72451612903227,0.39166666666666666,NA,189
1992,359,99,105,86,-81.37,-57.489999999999995,-1.9200000000000053,212.79000000000002,493.0499999999999,358.62,146.38,-1.369999999999994,132.07999999999998,203.2,253.99999999999994,0,0,0,58.42,147.32,76.708,54.356,103.886,87.63000000000001,90.93199999999999,78.232,112.014,91.94799999999998,36.7396593673966,21.104536489151876,29.027679205110008,100,100,100,65.72280178837556,38.42887473460721,20,20,16,0,0,0,4,15,27,26,22,9,0,2,13,22,851.6699999999998,998.0499999999998,505,503.63,58.42,205.74,0,58.42,169.164,281.178,190.24599999999998,282.19399999999996,0,4,4,19,2,15,15,37,210.87,153.38000000000002,-59.41,-140.78000000000003,253.99999999999994,457.19999999999993,457.19999999999993,589.28,191.51600000000002,245.872,158.242,234.95,45,15,23,30,9,11,177.79999999999998,175,1.2766666666666666,0.39666666666666667,1.6233333333333333,0.8733333333333333,1.71,1.63,1.48,1.29,0.79,1.21,1.53,8.35,82.88467391304349,27.832499999999996,29.880989010989023,10.42769230769231,-82.48967741935485,122.8855172413793,61.56838709677419,98.51866666666666,89.07129032258064,-7.475333333333328,16.12548387096774,73.70838709677419,2.3483333333333345,-19.508064516129036,49.44066666666667,55.247419354838705,0.23750000000000002,118,204
1993,11,107,96,103,-68.06,-166.64999999999998,-10.000000000000012,260.26,478.90000000000015,284.99000000000007,100.02,-35.54,228.6,530.86,855.98,0,0,0,83.82000000000001,558.8000000000001,73.914,95.25,160.52800000000005,153.67000000000002,164.592,64.77,118.87199999999999,115.31599999999999,24.43324937027708,15.212981744421905,15.79210394802599,100,100,100,58.64661654135337,17.106254709871887,21,24,15,0,0,0,7,20,28,28,22,4,0,3,16,24,763.8900000000002,863.9100000000002,385.01000000000005,349.47,83.82000000000001,642.6200000000001,0,83.82000000000001,229.36200000000002,348.23400000000004,183.642,298.95799999999997,0,7,7,27,3,19,19,43,250.26,83.61000000000001,-176.64999999999998,-244.70999999999998,855.98,1386.8400000000001,1386.8400000000001,1615.44,314.1980000000001,409.4480000000001,255.77800000000005,329.692,46,16,20,35,9,9,889,165,0.6233333333333333,0.38,0.08666666666666666,-0.22,0.09,0.3,0.5,0.67,-0.25,-0.28,-0.13,0.22999999999999993,15.13565217391304,-22.766739130434782,79.71433333333334,23.81274725274726,155.57258064516128,-5.377142857142862,68.29645161290323,56.628,-78.17903225806451,-14.737666666666666,-37.78709677419355,-15.516451612903227,32.29466666666667,-100.36645161290323,143.64933333333332,80.71290322580646,0.28250000000000003,113,197
1994,359,107,113,86,-273.61,-150.56,31.410000000000004,300.86999999999995,488.04999999999995,306.4100000000001,146.37,-64.16,904.2400000000001,497.8399999999999,510.53999999999996,0,0,0,0,205.74,136.398,73.66000000000001,147.828,76.96200000000002,124.46000000000001,133.60399999999998,106.934,113.792,13.107151574322673,12.888888888888895,22.453703703703706,100,100,100,100,35.6120826709062,29,23,9,0,0,0,2,16,31,24,24,3,0,2,11,24,794.46,940.83,452.7800000000001,388.6200000000001,0,205.74,0,0,258.06399999999996,364.99799999999993,240.53799999999998,354.33,0,2,2,18,2,13,13,37,332.28,181.71999999999994,-119.15,-392.76,510.53999999999996,1008.3799999999999,1008.3799999999999,1912.62,224.79000000000002,298.45000000000005,221.488,357.88599999999997,52,22,27,34,7,11,812.8,134,0.3,0.42666666666666664,0.06333333333333334,0.09666666666666666,0.06,0.07,0.17,0.31,0.1,0.04,0.06,0.5,73.04119565217391,47.394999999999996,65.51577777777777,20.462197802197817,90.26354838709678,-1.7046428571428434,152.28677419354838,64.64866666666666,1.9174193548387037,89.774,37.83967741935484,15.938387096774195,-1.446999999999998,-72.51290322580645,138.44566666666668,101.48322580645161,0.3458333333333333,89,193
1995,30,83,53,122,-23.039999999999996,-121.94,127.5,212.79000000000002,481.10999999999996,348.3400000000001,228.90000000000003,39.45,144.78000000000003,353.06,38.1,170.18,0,0,40.64,38.1,102.61600000000003,66.03999999999999,74.92999999999999,65.024,82.55,31.241999999999997,101.6,84.328,41.478439425051334,15.757575757575754,66.29213483146067,27.645788336933048,100,100,71.42857142857142,68.87966804979253,19,20,6,2,0,0,2,11,23,28,13,11,0,0,9,21,829.45,1058.3500000000001,577.2400000000001,616.6900000000002,40.64,78.74000000000001,0,40.64,113.792,215.392,132.84199999999998,217.17,0,2,2,13,0,9,9,30,340.29,218.35000000000002,5.560000000000002,-17.47999999999999,208.28,561.34,391.16,535.94,139.954,205.99399999999997,140.96999999999997,243.586,53,25,33,37,18,18,279.4,127,0.32333333333333336,-0.27,0.9233333333333333,0.7666666666666667,0.96,0.72,0.53,0.3,0.74,1.01,1.09,5.05,-23.51163043478261,-14.137065217391307,93.40411111111112,-21.223626373626374,70.92387096774193,107.67071428571428,65.71451612903223,-90.69333333333333,-47.723225806451616,-9.567999999999998,-8.625161290322586,-24.07064516129032,-42.452000000000005,-41.573870967741925,21.033333333333342,102.99838709677418,0.4691666666666667,NA,180
1996,344,99,120,71,-155.56999999999994,-90.28000000000003,1.9499999999999993,245.29000000000002,510.00000000000006,428.05,66.92999999999999,-126.92999999999999,1010.92,299.71999999999997,543.5600000000001,193.04,0,0,365.75999999999993,723.8999999999999,165.60799999999998,58.674,81.788,195.326,251.96800000000005,281.686,152.146,69.85000000000001,14.075993091537132,16.37136782423813,13.07879772542648,50.29431000654022,100,100,29.377145659637076,8.800000000000002,25,17,16,0,0,0,10,27,29,21,24,8,0,0,20,30,938.0500000000001,1004.98,494.98,368.05,365.75999999999993,1089.6599999999999,0,365.75999999999993,533.654,685.8,433.832,503.682,0,10,10,37,0,20,20,50,247.24,156.95999999999998,-88.33000000000003,-243.89999999999998,736.6,1036.32,843.28,1854.1999999999998,277.114,335.788,140.462,306.07,45,15,26,29,7,14,NA,NA,-0.43,-0.2966666666666667,-0.8766666666666667,-0.9266666666666666,-0.9,-0.75,-0.59,-0.39,-0.97,-1,-0.98,-5.1899999999999995,-71.91608695652174,18.965434782608693,-91.8843956043956,-32.4968131868132,-94.1358064516129,-25.290689655172415,-115.13290322580644,-84.68266666666668,-16.344516129032247,31.337,14.641290322580645,11.317096774193551,28.181666666666665,17.680000000000003,-145.02466666666666,-151.93032258064517,0.3258333333333333,76,202
1997,1,97,96,93,-133.62,7.519999999999994,51.39,246.64999999999995,505.85999999999996,335.26000000000005,68.63000000000001,21.39,251.45999999999998,231.14,368.3,259.08,0,0,0,695.96,69.596,52.324,133.09599999999998,74.168,131.318,176.53,62.484,226.568,21.67721518987342,18.45878136200717,26.545086119554202,22.25609756097561,100,100,100,24.559471365638768,25,13,12,0,0,0,9,11,27,23,24,7,0,3,20,21,841.12,909.75,403.89000000000004,425.28000000000003,0,695.96,0,0,307.848,370.332,239.014,465.582,0,9,9,20,3,23,23,44,298.03999999999996,305.55999999999995,58.91,-74.71000000000001,627.38,858.52,599.44,850.9,207.26399999999998,259.58799999999997,185.41999999999996,255.01599999999996,49,19,34,30,7,12,NA,NA,0.31,1.5733333333333333,-0.45,-0.4,-0.5,-0.36,-0.1,0.28,-0.4,-0.45,-0.49,-2.3000000000000003,-23.761847826086946,-17.971956521739134,-14.757444444444468,-3.216043956043955,-111.20354838709676,214.91142857142856,55.284193548387094,-80.32266666666666,-48.071612903225805,-64.953,-2.9529032258064514,12.474516129032258,-45.72566666666667,20.55548387096774,14.729666666666665,-125.7541935483871,0.5158333333333334,112,193
1998,20,87,67,112,-10.52999999999999,24.150000000000002,119.16000000000001,312.78999999999996,568.63,338.88,88.03999999999999,-4.709999999999999,205.73999999999998,101.6,218.44,0,0,0,154.93999999999997,528.3199999999999,122.428,75.438,93.72600000000001,123.698,50.54599999999999,57.150000000000006,162.30600000000004,100.076,37.306501547987615,42.61119081779053,30.024410089503668,100,100,100,51.160928742994415,15.925626515763943,19,10,10,0,0,0,8,18,23,22,21,3,0,2,14,25,907.51,995.55,426.91999999999996,422.21,154.93999999999997,683.2599999999999,0,154.93999999999997,107.696,270.00200000000007,219.45600000000005,319.53200000000004,0,8,8,26,2,16,16,41,431.95,456.09999999999997,143.31,132.78000000000003,218.44,320.03999999999996,320.03999999999996,525.78,217.424,292.862,169.16400000000002,291.592,51,21,39,37,10,16,NA,NA,0.96,-0.6766666666666667,2.1866666666666665,2.29,2.24,1.93,1.44,0.99,2.33,2.4,2.39,12.73,-3.6653260869565205,0.6823913043478277,-32.91244444444443,-49.392527472527476,-65.84129032258065,8.762857142857143,41.062903225806465,-2.3780000000000046,-49.63935483870968,-47.807,16.783548387096776,31.506451612903223,-17.806,-106.92580645161291,-21.52800000000001,-37.62580645161291,0.6525,120,183
1999,2,92,90,94,-113.6,-13.88,68.88,284.45000000000005,567.7599999999999,364.7199999999999,161.13999999999996,83.07000000000001,322.58,170.18,396.23999999999995,10.16,0,0,0,144.78,177.54600000000002,78.99399999999999,146.558,29.971999999999994,245.11000000000004,108.71200000000003,62.230000000000004,31.749999999999996,35.50025393600813,31.70234454638124,27.00046794571829,74.68354430379746,100,100,100,17.985611510791365,22,13,10,0,0,0,0,12,26,25,22,3,0,0,6,16,932.4799999999998,1093.6199999999997,525.8599999999999,608.93,0,144.78,0,0,353.82200000000006,416.0520000000001,170.94200000000004,202.69200000000004,0,0,0,12,0,6,6,22,353.33000000000004,339.45000000000005,54.99999999999999,-58.599999999999994,406.4,576.5799999999999,566.42,889,176.52999999999997,255.52399999999994,225.55199999999996,403.098,51,21,36,36,9,12,NA,NA,-1.0233333333333334,-1.0833333333333335,-1.4733333333333334,-1.3800000000000001,-1.55,-1.3,-1.07,-0.98,-1.35,-1.48,-1.57,-8.32,-36.942826086956515,17.7204347826087,53.23844444444444,-1.246923076923078,56.85967741935484,14.201428571428579,-80.78709677419356,-59.455,28.687419354838713,56.54333333333333,0.8854838709677451,-3.0151612903225806,-50.96033333333333,42.409677419354836,3.3546666666666667,84.87645161290322,0.44,98,187
2000,20,86,66,112,-126.14,-29.42,173.61,259.14000000000004,509.72,336.67,232.21999999999997,14.450000000000001,579.12,271.78,73.66,86.35999999999999,0,0,0,10.16,89.662,89.408,108.96600000000001,121.66599999999998,116.078,78.486,78.232,52.831999999999994,13.406760349411318,24.753867791842477,59.66620305980529,58.48595848595849,100,100,100,83.87096774193549,21,16,2,0,0,0,2,13,25,23,16,5,0,3,7,23,846.3900000000001,1078.6100000000001,568.89,583.34,0,10.16,0,0,194.56400000000002,272.79600000000005,156.71800000000002,209.55,0,2,2,15,3,10,10,33,432.75000000000006,403.33000000000004,144.19,18.05000000000001,160.01999999999998,431.79999999999995,345.43999999999994,924.56,230.632,320.04,198.37400000000002,288.036,59,29,41,40,15,20,457.2,142,-0.8633333333333334,-0.5666666666666667,-1.5733333333333333,-1.2933333333333332,-1.66,-1.41,-1.07,-0.81,-1.26,-1.46,-1.65,-8.51,-12.290326086956524,-16.485000000000003,63.09186813186813,24.36989010989011,-42.91903225806453,153.2193103448276,-40.5858064516129,-30.488333333333326,33.61612903225806,54.45766666666666,-59.261935483870964,-42.362258064516126,18.869999999999997,31.992903225806447,21.992666666666665,84.78999999999999,0.42583333333333334,114,171
2001,354,110,122,80,-89.42999999999999,-48.61000000000001,-6.379999999999998,296.95,543.08,375.2900000000001,121.4,-129.72,393.69999999999993,596.9,751.8399999999998,2.54,0,0,86.36000000000001,736.6000000000001,54.102000000000004,70.10400000000001,174.752,35.052,99.06,44.449999999999996,101.85399999999998,167.894,12.08167895632445,10.510281797410512,18.85964912280702,93.24324324324324,100,100,54.11605937921726,18.562201628755965,26,16,13,0,0,0,5,26,29,25,26,5,0,4,10,30,918.3700000000001,1039.7700000000002,496.69000000000005,366.97,86.36000000000001,822.96000000000015,0,86.36000000000001,143.51,245.36399999999998,146.30399999999997,314.198,0,5,5,31,4,14,14,44,290.57,241.95999999999998,-54.99,-144.42,754.3799999999998,1351.2799999999997,1348.7399999999998,1742.4399999999996,209.804,279.908,244.85600000000002,298.958,48,18,30,30,5,8,812.8,160,-0.3433333333333333,-0.11,-0.6466666666666667,-0.6433333333333333,-0.68,-0.52,-0.44,-0.34,-0.63,-0.75,-0.74,-3.7600000000000002,-53.10554347826086,18.394456521739126,-46.23244444444445,24.37560439560439,-12.337741935483876,-28.82821428571429,-124.43322580645162,29.60666666666667,-61.821935483870966,-11.353,28.80129032258065,36.77548387096775,30.735666666666667,109.99806451612903,-70.461,-95.84709677419355,0.57,90,196
2002,34,68,34,126,24.71,45.290000000000006,117.49000000000001,317.21,576.9499999999999,404.19,253.88,80.29,462.28000000000003,50.8,284.47999999999996,0,0,0,0,162.55999999999997,35.05200000000001,30.733999999999995,104.90200000000002,103.37800000000001,133.35,15.494,19.811999999999998,62.230000000000004,7.048008171603678,37.69470404984423,26.940639269406404,100,100,100,100,27.683615819209045,14,8,6,0,0,0,0,12,25,23,21,4,0,1,4,16,981.1399999999999,1235.02,658.0699999999999,738.3599999999999,0,162.55999999999997,0,0,148.844,168.656,35.306,97.536,0,0,0,12,1,5,5,21,434.7,479.99,162.78000000000003,187.49,284.47999999999996,335.28,335.28,797.56,208.28000000000003,239.01400000000004,135.63600000000002,170.68800000000002,55,25,45,36,10,15,254,112,0.24,0.7666666666666667,-0.14333333333333334,-0.27666666666666667,-0.15,0.03,0.09,0.2,-0.29,-0.35,-0.31,-0.9799999999999999,50.32119565217391,13.052826086956525,-8.639333333333331,-0.9096703296703209,29.05129032258064,96.10857142857144,30.643225806451614,74.54733333333333,46.55451612903226,28.895999999999997,16.726451612903226,-5.952903225806449,-44.73166666666666,22.277419354838713,18.952333333333335,-140.94096774193548,0.6208333333333333,NA,167
2003,6,107,101,98,-211.37999999999997,-126.38,94.71,232.22000000000003,525.5699999999998,285.29,123.05999999999999,-46.66,629.9200000000002,561.34,276.85999999999996,139.7,0,0,147.32000000000002,632.46,98.806,91.94800000000001,102.108,50.54599999999999,220.47200000000004,206.75599999999997,146.30399999999997,142.24,13.558731265249211,14.074650077760499,26.943699731903486,26.568758344459276,100,100,49.82698961937715,18.360655737704917,28,21,9,7,0,0,4,19,30,25,21,11,0,5,14,27,810.8599999999999,933.9199999999998,408.35,361.69000000000005,147.32000000000002,779.7800000000001,0,147.32000000000002,427.228,573.5319999999999,353.05999999999995,495.29999999999995,0,4,4,23,5,19,19,46,326.93,200.55,-31.67,-243.05,416.55999999999995,977.9000000000001,838.2,1468.1200000000001,152.654,244.602,194.056,292.862,45,22,29,29,10,13,NA,NA,0.026666666666666655,0.04333333333333333,0.8966666666666666,1.1766666666666667,0.92,0.63,0.38,-0.04,1.21,1.31,1.14,5.59,19.44717391304348,-13.277826086956518,-31.04833333333334,-33.76373626373626,-48.37516129032258,50.08571428571429,12.227741935483866,-0.8666666666666581,46.325161290322576,14.764000000000001,12.988709677419356,-66.68161290322581,-68.73766666666667,-48.24032258064516,16.169333333333338,-87.00387096774195,0.6383333333333333,107,187
2004,8,96,88,100,-243.88000000000005,-63.33,118.07000000000001,290.55999999999995,547.79,324.7300000000001,204.42999999999998,-8.340000000000007,393.69999999999993,233.68,398.78,0,0,12.7,0,480.05999999999995,60.452,52.07000000000001,66.294,106.68,217.424,153.67,132.07999999999998,165.86200000000002,13.31096196868009,18.222222222222225,14.254505734571273,100,100,92.36641221374046,100,25.67833267793944,27,19,7,0,0,0,2,15,29,28,19,2,0,2,9,24,872.52,1076.95,529.1600000000001,520.82,12.7,492.75999999999993,12.7,12.7,371.094,503.174,285.75,451.612,0,2,2,17,2,11,11,35,408.62999999999994,345.29999999999995,54.74000000000001,-189.14000000000004,398.78,632.46,632.46,1026.1599999999999,172.974,225.044,118.364,178.816,54,24,33,40,12,12,NA,NA,0.19,0.4633333333333333,0.3433333333333333,0.3,0.37,0.31,0.23,0.17,0.29,0.35,0.35,1.9,18.8320652173913,-7.6297826086956535,-89.44021978021979,-12.05846153846154,-105.1383870967742,-125.48758620689655,15.423870967741935,26.679999999999996,14.64548387096774,-20.462333333333333,31.610645161290325,-34.45161290322581,-29.36833333333334,-50.06838709677419,44.528333333333336,-40.02032258064516,0.5825,107,195
